title,author,book_id,source,cover_url,asset_file,decision,confidence,reason
"The Autobiography of Ma-Ka-Tai-Me-She-Kia-Kiak, or Black Hawk",Black Hawk,the-autobiography-of-ma-ka-tai-me-she-kia-kiak-or-black-hawk,standard-ebooks,/covers/the-autobiography-of-ma-ka-tai-me-she-kia-kiak-or-black-hawk.jpg,public/covers/covers/the-autobiography-of-ma-ka-tai-me-she-kia-kiak-or-black-hawk.jpg,remove,1,public-domain Standard Ebooks cover
The Autobiography of Mark Twain,Mark Twain,the-autobiography-of-mark-twain,standard-ebooks,/covers/the-autobiography-of-mark-twain.jpg,public/covers/covers/the-autobiography-of-mark-twain.jpg,remove,1,public-domain Standard Ebooks cover
The Awakening,Kate Chopin,the-awakening,standard-ebooks,/covers/the-awakening.jpg,public/covers/covers/the-awakening.jpg,remove,1,public-domain Standard Ebooks cover
The Beasts of Tarzan,Edgar Rice Burroughs,the-beasts-of-tarzan,standard-ebooks,/covers/the-beasts-of-tarzan.jpg,public/covers/covers/the-beasts-of-tarzan.jpg,remove,1,public-domain Standard Ebooks cover
The Beautiful and Damned,F. Scott Fitzgerald,the-beautiful-and-damned,standard-ebooks,/covers/the-beautiful-and-damned.jpg,public/covers/covers/the-beautiful-and-damned.jpg,remove,1,public-domain Standard Ebooks cover
The Beetle,Richard Marsh,the-beetle,standard-ebooks,/covers/the-beetle.jpg,public/covers/covers/the-beetle.jpg,remove,1,public-domain Standard Ebooks cover
The Big Four,Agatha Christie,the-big-four,standard-ebooks,/covers/the-big-four.jpg,public/covers/covers/the-big-four.jpg,remove,1,public-domain Standard Ebooks cover
The Black Arrow: A Tale of the Two Roses,Robert Louis Stevenson,the-black-arrow,standard-ebooks,/covers/the-black-arrow.jpg,public/covers/covers/the-black-arrow.jpg,remove,1,public-domain Standard Ebooks cover
The Black Star Passes,John W. Campbell,the-black-star-passes,standard-ebooks,/covers/the-black-star-passes.jpg,public/covers/covers/the-black-star-passes.jpg,remove,1,public-domain Standard Ebooks cover
The Black Tulip,Alexandre Dumas,the-black-tulip,standard-ebooks,/covers/the-black-tulip.jpg,public/covers/covers/the-black-tulip.jpg,remove,1,public-domain Standard Ebooks cover
The Blazing World,Margaret Cavendish,the-blazing-world,standard-ebooks,/covers/the-blazing-world.jpg,public/covers/covers/the-blazing-world.jpg,remove,1,public-domain Standard Ebooks cover
The Blithedale Romance,Nathaniel Hawthorne,the-blithedale-romance,standard-ebooks,/covers/the-blithedale-romance.jpg,public/covers/covers/the-blithedale-romance.jpg,remove,1,public-domain Standard Ebooks cover
The Blue Castle,L. M. Montgomery,the-blue-castle,standard-ebooks,/covers/the-blue-castle.jpg,public/covers/covers/the-blue-castle.jpg,remove,1,public-domain Standard Ebooks cover
The Blue Lagoon,H. de Vere Stacpoole,the-blue-lagoon,standard-ebooks,/covers/the-blue-lagoon.jpg,public/covers/covers/the-blue-lagoon.jpg,remove,1,public-domain Standard Ebooks cover
The Book of Tea,Okakura Kakuzō,the-book-of-tea,standard-ebooks,/covers/the-book-of-tea.jpg,public/covers/covers/the-book-of-tea.jpg,remove,1,public-domain Standard Ebooks cover
The Brothers Karamazov,Fyodor Dostoevsky,the-brothers-karamazov,standard-ebooks,/covers/the-brothers-karamazov.jpg,public/covers/covers/the-brothers-karamazov.jpg,remove,1,public-domain Standard Ebooks cover
The Call of the Wild,Jack London,the-call-of-the-wild,standard-ebooks,/covers/the-call-of-the-wild.jpg,public/covers/covers/the-call-of-the-wild.jpg,remove,1,public-domain Standard Ebooks cover
The Canterbury Tales,Geoffrey Chaucer,the-canterbury-tales,standard-ebooks,/covers/the-canterbury-tales.jpg,public/covers/covers/the-canterbury-tales.jpg,remove,1,public-domain Standard Ebooks cover
The Case of Charles Dexter Ward,H. P. Lovecraft,the-case-of-charles-dexter-ward,standard-ebooks,/covers/the-case-of-charles-dexter-ward.jpg,public/covers/covers/the-case-of-charles-dexter-ward.jpg,remove,1,public-domain Standard Ebooks cover
The Casebook of Sherlock Holmes,Arthur Conan Doyle,the-casebook-of-sherlock-holmes,standard-ebooks,/covers/the-casebook-of-sherlock-holmes.jpg,public/covers/covers/the-casebook-of-sherlock-holmes.jpg,remove,1,public-domain Standard Ebooks cover
"The Castle of Otranto: A Story, Translated by William Marshal, Gentleman, from the Original Italian of Onuphrio Muralto, Canon of the Church of St. Nicholas at Otranto",Horace Walpole,the-castle-of-otranto,standard-ebooks,/covers/the-castle-of-otranto.jpg,public/covers/covers/the-castle-of-otranto.jpg,remove,1,public-domain Standard Ebooks cover
The Celibates,Honoré de Balzac,the-celibates,standard-ebooks,/covers/the-celibates.jpg,public/covers/covers/the-celibates.jpg,remove,1,public-domain Standard Ebooks cover
The Charterhouse of Parma,Stendhal,the-charterhouse-of-parma,standard-ebooks,/covers/the-charterhouse-of-parma.jpg,public/covers/covers/the-charterhouse-of-parma.jpg,remove,1,public-domain Standard Ebooks cover
The Chessmen of Mars,Edgar Rice Burroughs,the-chessmen-of-mars,standard-ebooks,/covers/the-chessmen-of-mars.jpg,public/covers/covers/the-chessmen-of-mars.jpg,remove,1,public-domain Standard Ebooks cover
The Child of the Cavern,Jules Verne,the-child-of-the-cavern,standard-ebooks,/covers/the-child-of-the-cavern.jpg,public/covers/covers/the-child-of-the-cavern.jpg,remove,1,public-domain Standard Ebooks cover
The Chinese Parrot,Earl Derr Biggers,the-chinese-parrot,standard-ebooks,/covers/the-chinese-parrot.jpg,public/covers/covers/the-chinese-parrot.jpg,remove,1,public-domain Standard Ebooks cover
The Circular Staircase,Mary Roberts Rinehart,the-circular-staircase,standard-ebooks,/covers/the-circular-staircase.jpg,public/covers/covers/the-circular-staircase.jpg,remove,1,public-domain Standard Ebooks cover
The Claverings,Anthony Trollope,the-claverings,standard-ebooks,/covers/the-claverings.jpg,public/covers/covers/the-claverings.jpg,remove,1,public-domain Standard Ebooks cover
The Cloven Foot,M. E. Braddon,the-cloven-foot,standard-ebooks,/covers/the-cloven-foot.jpg,public/covers/covers/the-cloven-foot.jpg,remove,1,public-domain Standard Ebooks cover
The Club of Queer Trades,G. K. Chesterton,the-club-of-queer-trades,standard-ebooks,/covers/the-club-of-queer-trades.jpg,public/covers/covers/the-club-of-queer-trades.jpg,remove,1,public-domain Standard Ebooks cover
The Comedy of Errors,William Shakespeare,the-comedy-of-errors,standard-ebooks,/covers/the-comedy-of-errors.jpg,public/covers/covers/the-comedy-of-errors.jpg,remove,1,public-domain Standard Ebooks cover
The Communist Manifesto,Karl Marx & Friedrich Engels,the-communist-manifesto,standard-ebooks,/covers/the-communist-manifesto.jpg,public/covers/covers/the-communist-manifesto.jpg,remove,1,public-domain Standard Ebooks cover
The Confessions of Arsène Lupin,Maurice Leblanc,the-confessions-of-arsene-lupin,standard-ebooks,/covers/the-confessions-of-arsene-lupin.jpg,public/covers/covers/the-confessions-of-arsene-lupin.jpg,remove,1,public-domain Standard Ebooks cover
The Conjure Woman,Charles W. Chesnutt,the-conjure-woman,standard-ebooks,/covers/the-conjure-woman.jpg,public/covers/covers/the-conjure-woman.jpg,remove,1,public-domain Standard Ebooks cover
The Conquest of Bread,Peter Kropotkin,the-conquest-of-bread,standard-ebooks,/covers/the-conquest-of-bread.jpg,public/covers/covers/the-conquest-of-bread.jpg,remove,1,public-domain Standard Ebooks cover
The Cosmic Computer,H. Beam Piper,the-cosmic-computer,standard-ebooks,/covers/the-cosmic-computer.jpg,public/covers/covers/the-cosmic-computer.jpg,remove,1,public-domain Standard Ebooks cover
The Count of Monte Cristo,Alexandre Dumas,the-count-of-monte-cristo,standard-ebooks,/covers/the-count-of-monte-cristo.jpg,public/covers/covers/the-count-of-monte-cristo.jpg,remove,1,public-domain Standard Ebooks cover
The Country Wife,William Wycherley,the-country-wife,standard-ebooks,/covers/the-country-wife.jpg,public/covers/covers/the-country-wife.jpg,remove,1,public-domain Standard Ebooks cover
The Courts of the Morning,John Buchan,the-courts-of-the-morning,standard-ebooks,/covers/the-courts-of-the-morning.jpg,public/covers/covers/the-courts-of-the-morning.jpg,remove,1,public-domain Standard Ebooks cover
The Created Legend,Fyodor Sologub,the-created-legend,standard-ebooks,/covers/the-created-legend.jpg,public/covers/covers/the-created-legend.jpg,remove,1,public-domain Standard Ebooks cover
The Crime at Black Dudley,Margery Allingham,the-crime-at-black-dudley,standard-ebooks,/covers/the-crime-at-black-dudley.jpg,public/covers/covers/the-crime-at-black-dudley.jpg,remove,1,public-domain Standard Ebooks cover
The Crystal Stopper,Maurice Leblanc,the-crystal-stopper,standard-ebooks,/covers/the-crystal-stopper.jpg,public/covers/covers/the-crystal-stopper.jpg,remove,1,public-domain Standard Ebooks cover
The Dain Curse,Dashiell Hammett,the-dain-curse,standard-ebooks,/covers/the-dain-curse.jpg,public/covers/covers/the-dain-curse.jpg,remove,1,public-domain Standard Ebooks cover
The Damnation of Theron Ware,Harold Frederic,the-damnation-of-theron-ware,standard-ebooks,/covers/the-damnation-of-theron-ware.jpg,public/covers/covers/the-damnation-of-theron-ware.jpg,remove,1,public-domain Standard Ebooks cover
The Dead Secret,Wilkie Collins,the-dead-secret,standard-ebooks,/covers/the-dead-secret.jpg,public/covers/covers/the-dead-secret.jpg,remove,1,public-domain Standard Ebooks cover
The Decameron,Giovanni Boccaccio,the-decameron,standard-ebooks,/covers/the-decameron.jpg,public/covers/covers/the-decameron.jpg,remove,1,public-domain Standard Ebooks cover
The Defiant Agents,Andre Norton,the-defiant-agents,standard-ebooks,/covers/the-defiant-agents.jpg,public/covers/covers/the-defiant-agents.jpg,remove,1,public-domain Standard Ebooks cover
The Deluge,Henryk Sienkiewicz,the-deluge,standard-ebooks,/covers/the-deluge.jpg,public/covers/covers/the-deluge.jpg,remove,1,public-domain Standard Ebooks cover
The Devil’s Pool,George Sand,the-devils-pool,standard-ebooks,/covers/the-devils-pool.jpg,public/covers/covers/the-devils-pool.jpg,remove,1,public-domain Standard Ebooks cover
The Diary,Samuel Pepys,the-diary,standard-ebooks,/covers/the-diary.jpg,public/covers/covers/the-diary.jpg,remove,1,public-domain Standard Ebooks cover
The Divine Comedy,Dante Alighieri,the-divine-comedy,standard-ebooks,/covers/the-divine-comedy.jpg,public/covers/covers/the-divine-comedy.jpg,remove,1,public-domain Standard Ebooks cover
The Doctor’s Dilemma,George Bernard Shaw,the-doctors-dilemma,standard-ebooks,/covers/the-doctors-dilemma.jpg,public/covers/covers/the-doctors-dilemma.jpg,remove,1,public-domain Standard Ebooks cover
The Duchess of Malfi,John Webster,the-duchess-of-malfi,standard-ebooks,/covers/the-duchess-of-malfi.jpg,public/covers/covers/the-duchess-of-malfi.jpg,remove,1,public-domain Standard Ebooks cover
The Duel,Anton Chekhov,the-duel,standard-ebooks,/covers/the-duel.jpg,public/covers/covers/the-duel.jpg,remove,1,public-domain Standard Ebooks cover
The Duke’s Children,Anthony Trollope,the-dukes-children,standard-ebooks,/covers/the-dukes-children.jpg,public/covers/covers/the-dukes-children.jpg,remove,1,public-domain Standard Ebooks cover
The Eclogues,Virgil,the-eclogues,standard-ebooks,/covers/the-eclogues.jpg,public/covers/covers/the-eclogues.jpg,remove,1,public-domain Standard Ebooks cover
The Economic Consequences of the Peace,John Maynard Keynes,the-economic-consequences-of-the-peace,standard-ebooks,/covers/the-economic-consequences-of-the-peace.jpg,public/covers/covers/the-economic-consequences-of-the-peace.jpg,remove,1,public-domain Standard Ebooks cover
The Eight Strokes of the Clock,Maurice Leblanc,the-eight-strokes-of-the-clock,standard-ebooks,/covers/the-eight-strokes-of-the-clock.jpg,public/covers/covers/the-eight-strokes-of-the-clock.jpg,remove,1,public-domain Standard Ebooks cover
The Elusive Pimpernel,Baroness Orczy,the-elusive-pimpernel,standard-ebooks,/covers/the-elusive-pimpernel.jpg,public/covers/covers/the-elusive-pimpernel.jpg,remove,1,public-domain Standard Ebooks cover
The Enchanted April,Elizabeth von Arnim,the-enchanted-april,standard-ebooks,/covers/the-enchanted-april.jpg,public/covers/covers/the-enchanted-april.jpg,remove,1,public-domain Standard Ebooks cover
The Enchanted Castle,E. Nesbit,the-enchanted-castle,standard-ebooks,/covers/the-enchanted-castle.jpg,public/covers/covers/the-enchanted-castle.jpg,remove,1,public-domain Standard Ebooks cover
The Eumenides,Aeschylus,the-eumenides,standard-ebooks,/covers/the-eumenides.jpg,public/covers/covers/the-eumenides.jpg,remove,1,public-domain Standard Ebooks cover
The Eustace Diamonds,Anthony Trollope,the-eustace-diamonds,standard-ebooks,/covers/the-eustace-diamonds.jpg,public/covers/covers/the-eustace-diamonds.jpg,remove,1,public-domain Standard Ebooks cover
The Everlasting Man,G. K. Chesterton,the-everlasting-man,standard-ebooks,/covers/the-everlasting-man.jpg,public/covers/covers/the-everlasting-man.jpg,remove,1,public-domain Standard Ebooks cover
"The Extraordinary Adventures of Arsène Lupin, Gentleman-Burglar",Maurice Leblanc,the-extraordinary-adventures-of-arsene-lupin-gentleman-burglar,standard-ebooks,/covers/the-extraordinary-adventures-of-arsene-lupin-gentleman-burglar.jpg,public/covers/covers/the-extraordinary-adventures-of-arsene-lupin-gentleman-burglar.jpg,remove,1,public-domain Standard Ebooks cover
The Faerie Queene,Edmund Spenser,the-faerie-queene,standard-ebooks,/covers/the-faerie-queene.jpg,public/covers/covers/the-faerie-queene.jpg,remove,1,public-domain Standard Ebooks cover
The Federalist Papers,Alexander Hamilton & John Jay & James Madison,the-federalist-papers,standard-ebooks,/covers/the-federalist-papers.jpg,public/covers/covers/the-federalist-papers.jpg,remove,1,public-domain Standard Ebooks cover
The Fifth Queen: And How She Came to Court,Ford Madox Ford,the-fifth-queen,standard-ebooks,/covers/the-fifth-queen.jpg,public/covers/covers/the-fifth-queen.jpg,remove,1,public-domain Standard Ebooks cover
The First Men in the Moon,H. G. Wells,the-first-men-in-the-moon,standard-ebooks,/covers/the-first-men-in-the-moon.jpg,public/covers/covers/the-first-men-in-the-moon.jpg,remove,1,public-domain Standard Ebooks cover
The First Sir Percy,Baroness Orczy,the-first-sir-percy,standard-ebooks,/covers/the-first-sir-percy.jpg,public/covers/covers/the-first-sir-percy.jpg,remove,1,public-domain Standard Ebooks cover
The Food of the Gods: And How It Came to Earth,H. G. Wells,the-food-of-the-gods,standard-ebooks,/covers/the-food-of-the-gods.jpg,public/covers/covers/the-food-of-the-gods.jpg,remove,1,public-domain Standard Ebooks cover
The Forerunner: His Parables and Poems,Khalil Gibran,the-forerunner,standard-ebooks,/covers/the-forerunner.jpg,public/covers/covers/the-forerunner.jpg,remove,1,public-domain Standard Ebooks cover
The Forsyte Saga,John Galsworthy,the-forsyte-saga,standard-ebooks,/covers/the-forsyte-saga.jpg,public/covers/covers/the-forsyte-saga.jpg,remove,1,public-domain Standard Ebooks cover
The Fur Country: Seventy Degrees North Latitude,Jules Verne,the-fur-country,standard-ebooks,/covers/the-fur-country.jpg,public/covers/covers/the-fur-country.jpg,remove,1,public-domain Standard Ebooks cover
The Gambler,Fyodor Dostoevsky,the-gambler,standard-ebooks,/covers/the-gambler.jpg,public/covers/covers/the-gambler.jpg,remove,1,public-domain Standard Ebooks cover
The Genealogy of Morals: A Polemic,Friedrich Nietzsche,the-genealogy-of-morals,standard-ebooks,/covers/the-genealogy-of-morals.jpg,public/covers/covers/the-genealogy-of-morals.jpg,remove,1,public-domain Standard Ebooks cover
The Georgics,Virgil,the-georgics,standard-ebooks,/covers/the-georgics.jpg,public/covers/covers/the-georgics.jpg,remove,1,public-domain Standard Ebooks cover
The Giant Raft,Jules Verne,the-giant-raft,standard-ebooks,/covers/the-giant-raft.jpg,public/covers/covers/the-giant-raft.jpg,remove,1,public-domain Standard Ebooks cover
The Gods of Mars,Edgar Rice Burroughs,the-gods-of-mars,standard-ebooks,/covers/the-gods-of-mars.jpg,public/covers/covers/the-gods-of-mars.jpg,remove,1,public-domain Standard Ebooks cover
The Golden Ass,Apuleius,the-golden-ass,standard-ebooks,/covers/the-golden-ass.jpg,public/covers/covers/the-golden-ass.jpg,remove,1,public-domain Standard Ebooks cover
The Golden Bowl,Henry James,the-golden-bowl,standard-ebooks,/covers/the-golden-bowl.jpg,public/covers/covers/the-golden-bowl.jpg,remove,1,public-domain Standard Ebooks cover
The Golden Triangle,Maurice Leblanc,the-golden-triangle,standard-ebooks,/covers/the-golden-triangle.jpg,public/covers/covers/the-golden-triangle.jpg,remove,1,public-domain Standard Ebooks cover
The Good Companions,J. B. Priestley,the-good-companions,standard-ebooks,/covers/the-good-companions.jpg,public/covers/covers/the-good-companions.jpg,remove,1,public-domain Standard Ebooks cover
The Good Soldier,Ford Madox Ford,the-good-soldier,standard-ebooks,/covers/the-good-soldier.jpg,public/covers/covers/the-good-soldier.jpg,remove,1,public-domain Standard Ebooks cover
The Great Gatsby,F. Scott Fitzgerald,the-great-gatsby,standard-ebooks,/covers/the-great-gatsby.jpg,public/covers/covers/the-great-gatsby.jpg,remove,1,public-domain Standard Ebooks cover
The Great Impersonation,E. Phillips Oppenheim,the-great-impersonation,standard-ebooks,/covers/the-great-impersonation.jpg,public/covers/covers/the-great-impersonation.jpg,remove,1,public-domain Standard Ebooks cover
The Hairy Ape: A Comedy of Ancient and Modern Life in Eight Scenes,Eugene O’Neill,the-hairy-ape,standard-ebooks,/covers/the-hairy-ape.jpg,public/covers/covers/the-hairy-ape.jpg,remove,1,public-domain Standard Ebooks cover
The Haunted Bookshop,Christopher Morley,the-haunted-bookshop,standard-ebooks,/covers/the-haunted-bookshop.jpg,public/covers/covers/the-haunted-bookshop.jpg,remove,1,public-domain Standard Ebooks cover
The Hill of Dreams,Arthur Machen,the-hill-of-dreams,standard-ebooks,/covers/the-hill-of-dreams.jpg,public/covers/covers/the-hill-of-dreams.jpg,remove,1,public-domain Standard Ebooks cover
The History of Henry Esmond,William Makepeace Thackeray,the-history-of-henry-esmond,standard-ebooks,/covers/the-history-of-henry-esmond.jpg,public/covers/covers/the-history-of-henry-esmond.jpg,remove,1,public-domain Standard Ebooks cover
The History of Mr. Polly,H. G. Wells,the-history-of-mr-polly,standard-ebooks,/covers/the-history-of-mr-polly.jpg,public/covers/covers/the-history-of-mr-polly.jpg,remove,1,public-domain Standard Ebooks cover
"The History of Rasselas, Prince of Abyssinia",Samuel Johnson,the-history-of-rasselas-prince-of-abyssinia,standard-ebooks,/covers/the-history-of-rasselas-prince-of-abyssinia.jpg,public/covers/covers/the-history-of-rasselas-prince-of-abyssinia.jpg,remove,1,public-domain Standard Ebooks cover
The History of the Decline and Fall of the Roman Empire,Edward Gibbon,the-history-of-the-decline-and-fall-of-the-roman-empire,standard-ebooks,/covers/the-history-of-the-decline-and-fall-of-the-roman-empire.jpg,public/covers/covers/the-history-of-the-decline-and-fall-of-the-roman-empire.jpg,remove,1,public-domain Standard Ebooks cover
"The History of Tom Jones, a Foundling",Henry Fielding,the-history-of-tom-jones-a-foundling,standard-ebooks,/covers/the-history-of-tom-jones-a-foundling.jpg,public/covers/covers/the-history-of-tom-jones-a-foundling.jpg,remove,1,public-domain Standard Ebooks cover
The Hollow Needle,Maurice Leblanc,the-hollow-needle,standard-ebooks,/covers/the-hollow-needle.jpg,public/covers/covers/the-hollow-needle.jpg,remove,1,public-domain Standard Ebooks cover
The Hound of the Baskervilles,Arthur Conan Doyle,the-hound-of-the-baskervilles,standard-ebooks,/covers/the-hound-of-the-baskervilles.jpg,public/covers/covers/the-hound-of-the-baskervilles.jpg,remove,1,public-domain Standard Ebooks cover
The House of Arden,E. Nesbit,the-house-of-arden,standard-ebooks,/covers/the-house-of-arden.jpg,public/covers/covers/the-house-of-arden.jpg,remove,1,public-domain Standard Ebooks cover
The House of Mirth,Edith Wharton,the-house-of-mirth,standard-ebooks,/covers/the-house-of-mirth.jpg,public/covers/covers/the-house-of-mirth.jpg,remove,1,public-domain Standard Ebooks cover
The House of the Seven Gables,Nathaniel Hawthorne,the-house-of-the-seven-gables,standard-ebooks,/covers/the-house-of-the-seven-gables.jpg,public/covers/covers/the-house-of-the-seven-gables.jpg,remove,1,public-domain Standard Ebooks cover
The House of the Wolfings,William Morris,the-house-of-the-wolfings,standard-ebooks,/covers/the-house-of-the-wolfings.jpg,public/covers/covers/the-house-of-the-wolfings.jpg,remove,1,public-domain Standard Ebooks cover
The House on the Cliff,Franklin W. Dixon,the-house-on-the-cliff,standard-ebooks,/covers/the-house-on-the-cliff.jpg,public/covers/covers/the-house-on-the-cliff.jpg,remove,1,public-domain Standard Ebooks cover
The House Without a Key,Earl Derr Biggers,the-house-without-a-key,standard-ebooks,/covers/the-house-without-a-key.jpg,public/covers/covers/the-house-without-a-key.jpg,remove,1,public-domain Standard Ebooks cover
"The Humbugs of the World: An Account of the Humbugs, Delusions, Impositions, Quackeries, Deceits and Deceivers Generally, in All Ages",P. T. Barnum,the-humbugs-of-the-world,standard-ebooks,/covers/the-humbugs-of-the-world.jpg,public/covers/covers/the-humbugs-of-the-world.jpg,remove,1,public-domain Standard Ebooks cover
The Idiot,Fyodor Dostoevsky,the-idiot,standard-ebooks,/covers/the-idiot.jpg,public/covers/covers/the-idiot.jpg,remove,1,public-domain Standard Ebooks cover
The Iliad,Homer,the-iliad,standard-ebooks,/covers/the-iliad.jpg,public/covers/covers/the-iliad.jpg,remove,1,public-domain Standard Ebooks cover
The Imitation of Christ,Thomas à Kempis,the-imitation-of-christ,standard-ebooks,/covers/the-imitation-of-christ.jpg,public/covers/covers/the-imitation-of-christ.jpg,remove,1,public-domain Standard Ebooks cover
The Importance of Being Earnest: A Trivial Comedy for Serious People,Oscar Wilde,the-importance-of-being-earnest,standard-ebooks,/covers/the-importance-of-being-earnest.jpg,public/covers/covers/the-importance-of-being-earnest.jpg,remove,1,public-domain Standard Ebooks cover
The Incredulity of Father Brown,G. K. Chesterton,the-incredulity-of-father-brown,standard-ebooks,/covers/the-incredulity-of-father-brown.jpg,public/covers/covers/the-incredulity-of-father-brown.jpg,remove,1,public-domain Standard Ebooks cover
The Inferno,August Strindberg,the-inferno,standard-ebooks,/covers/the-inferno.jpg,public/covers/covers/the-inferno.jpg,remove,1,public-domain Standard Ebooks cover
The Informer,Liam O’Flaherty,the-informer,standard-ebooks,/covers/the-informer.jpg,public/covers/covers/the-informer.jpg,remove,1,public-domain Standard Ebooks cover
The Innocence of Father Brown,G. K. Chesterton,the-innocence-of-father-brown,standard-ebooks,/covers/the-innocence-of-father-brown.jpg,public/covers/covers/the-innocence-of-father-brown.jpg,remove,1,public-domain Standard Ebooks cover
The Innocents Abroad: The New Pilgrim’s Progress,Mark Twain,the-innocents-abroad,standard-ebooks,/covers/the-innocents-abroad.jpg,public/covers/covers/the-innocents-abroad.jpg,remove,1,public-domain Standard Ebooks cover
The Interesting Narrative of the Life of Olaudah Equiano,Olaudah Equiano,the-interesting-narrative-of-the-life-of-olaudah-equiano,standard-ebooks,/covers/the-interesting-narrative-of-the-life-of-olaudah-equiano.jpg,public/covers/covers/the-interesting-narrative-of-the-life-of-olaudah-equiano.jpg,remove,1,public-domain Standard Ebooks cover
The Invisible Man: A Grotesque Romance,H. G. Wells,the-invisible-man,standard-ebooks,/covers/the-invisible-man.jpg,public/covers/covers/the-invisible-man.jpg,remove,1,public-domain Standard Ebooks cover
The Iron Heel,Jack London,the-iron-heel,standard-ebooks,/covers/the-iron-heel.jpg,public/covers/covers/the-iron-heel.jpg,remove,1,public-domain Standard Ebooks cover
The Island of Doctor Moreau: A Possibility,H. G. Wells,the-island-of-doctor-moreau,standard-ebooks,/covers/the-island-of-doctor-moreau.jpg,public/covers/covers/the-island-of-doctor-moreau.jpg,remove,1,public-domain Standard Ebooks cover
The Jew of Malta,Christopher Marlowe,the-jew-of-malta,standard-ebooks,/covers/the-jew-of-malta.jpg,public/covers/covers/the-jew-of-malta.jpg,remove,1,public-domain Standard Ebooks cover
The Jungle,Upton Sinclair,the-jungle,standard-ebooks,/covers/the-jungle.jpg,public/covers/covers/the-jungle.jpg,remove,1,public-domain Standard Ebooks cover
The Jungle Book,Rudyard Kipling,the-jungle-book,standard-ebooks,/covers/the-jungle-book.jpg,public/covers/covers/the-jungle-book.jpg,remove,1,public-domain Standard Ebooks cover
The Kalevala,Elias Lönnrot,the-kalevala,standard-ebooks,/covers/the-kalevala.jpg,public/covers/covers/the-kalevala.jpg,remove,1,public-domain Standard Ebooks cover
The King in Yellow,Robert W. Chambers,the-king-in-yellow,standard-ebooks,/covers/the-king-in-yellow.jpg,public/covers/covers/the-king-in-yellow.jpg,remove,1,public-domain Standard Ebooks cover
The Kingdom of God Is Within You: Christianity Not as a Mystical Teaching but as a New Concept of Life,Leo Tolstoy,the-kingdom-of-god-is-within-you,standard-ebooks,/covers/the-kingdom-of-god-is-within-you.jpg,public/covers/covers/the-kingdom-of-god-is-within-you.jpg,remove,1,public-domain Standard Ebooks cover
The Land of Little Rain,Mary Austin,the-land-of-little-rain,standard-ebooks,/covers/the-land-of-little-rain.jpg,public/covers/covers/the-land-of-little-rain.jpg,remove,1,public-domain Standard Ebooks cover
The Land That Time Forgot,Edgar Rice Burroughs,the-land-that-time-forgot,standard-ebooks,/covers/the-land-that-time-forgot.jpg,public/covers/covers/the-land-that-time-forgot.jpg,remove,1,public-domain Standard Ebooks cover
The Last Chronicle of Barset,Anthony Trollope,the-last-chronicle-of-barset,standard-ebooks,/covers/the-last-chronicle-of-barset.jpg,public/covers/covers/the-last-chronicle-of-barset.jpg,remove,1,public-domain Standard Ebooks cover
The Last Man,Mary Shelley,the-last-man,standard-ebooks,/covers/the-last-man.jpg,public/covers/covers/the-last-man.jpg,remove,1,public-domain Standard Ebooks cover
The Last of the Mohicans: A Narrative of 1757,James Fenimore Cooper,the-last-of-the-mohicans,standard-ebooks,/covers/the-last-of-the-mohicans.jpg,public/covers/covers/the-last-of-the-mohicans.jpg,remove,1,public-domain Standard Ebooks cover
The Last Post,Ford Madox Ford,the-last-post,standard-ebooks,/covers/the-last-post.jpg,public/covers/covers/the-last-post.jpg,remove,1,public-domain Standard Ebooks cover
The Laughing Cavalier,Baroness Orczy,the-laughing-cavalier,standard-ebooks,/covers/the-laughing-cavalier.jpg,public/covers/covers/the-laughing-cavalier.jpg,remove,1,public-domain Standard Ebooks cover
The League of the Scarlet Pimpernel,Baroness Orczy,the-league-of-the-scarlet-pimpernel,standard-ebooks,/covers/the-league-of-the-scarlet-pimpernel.jpg,public/covers/covers/the-league-of-the-scarlet-pimpernel.jpg,remove,1,public-domain Standard Ebooks cover
The Libation Bearers,Aeschylus,the-libation-bearers,standard-ebooks,/covers/the-libation-bearers.jpg,public/covers/covers/the-libation-bearers.jpg,remove,1,public-domain Standard Ebooks cover
The Life and Adventures of Robinson Crusoe,Daniel Defoe,the-life-and-adventures-of-robinson-crusoe,standard-ebooks,/covers/the-life-and-adventures-of-robinson-crusoe.jpg,public/covers/covers/the-life-and-adventures-of-robinson-crusoe.jpg,remove,1,public-domain Standard Ebooks cover
"The Life and Opinions of Tristram Shandy, Gentleman",Laurence Sterne,the-life-and-opinions-of-tristram-shandy-gentleman,standard-ebooks,/covers/the-life-and-opinions-of-tristram-shandy-gentleman.jpg,public/covers/covers/the-life-and-opinions-of-tristram-shandy-gentleman.jpg,remove,1,public-domain Standard Ebooks cover
The Life of Buffalo Bill,William F. Cody,the-life-of-buffalo-bill,standard-ebooks,/covers/the-life-of-buffalo-bill.jpg,public/covers/covers/the-life-of-buffalo-bill.jpg,remove,1,public-domain Standard Ebooks cover
The Little Demon,Fyodor Sologub,the-little-demon,standard-ebooks,/covers/the-little-demon.jpg,public/covers/covers/the-little-demon.jpg,remove,1,public-domain Standard Ebooks cover
"The Little White Bird: Or, Adventures in Kensigton Gardens",J. M. Barrie,the-little-white-bird,standard-ebooks,/covers/the-little-white-bird.jpg,public/covers/covers/the-little-white-bird.jpg,remove,1,public-domain Standard Ebooks cover
